Place of interest,Type of place,Place address,BiciMAD station,Station location,Available bikes,Available docks,distance
Juan de Villanueva,Monument,C Hernán Cortés 15,Colegio Arquitectos,"Calle Hortaleza nº 63,",1,17,128.58
Juan de Villanueva,Monument,Pº Camoens y Valero ,Paseo de Moret,"Paseo de Moret nº 11,",3,20,348.95
Juan Domingo Perón,Monument,AVENIDA GENERAL PERON 1,General Perón 1,"Avenida del General Perón frente al nº 4,",1,22,80.59
Juan Ferreras García,Monument,Pza San Andrés ,Plaza de los Carros,"Carrera de San Francisco nº 1,",13,14,93.69
Juan Gris,Monument,C Carmen 4,Carretas,"Calle Carretas nº 8,",2,21,102.62
Juan López de Hoyos,Monument,Pza San Andrés ,Plaza de los Carros,"Carrera de San Francisco nº 1,",13,14,78.5
Juan Malasaña,Monument,C Sierra Gorda 13,"Paseo de Federico Garcia Lorca, 4","Paseo de Federico Garcia Lorca, 4,",2,15,114.16
Juan Montalvo,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Juan Pablo Duarte y Díez,Monument, ,Paseo de Moret,"Paseo de Moret nº 11,",3,20,263.95
Juan Pablo II,Monument,C Bailén ,Segovia 26,"Calle Segovia nº 26,",6,21,165.07
Juan Ramón Gómez Pamo,Monument,C Santa Isabel 28,Santa Isabel,"Calle Santa Isabel 32,",16,11,19.02
Juan Ramón Jiménez,Monument,C Padilla 38,Marqués de Salamanca,"Calle José Ortega y Gasset nº 30,",4,18,152.34
Juan Santamaría,Monument,Pza Juan Santamaría ,"Calle Arzobispo Morcillo, 6","Calle Arzobispo Morcillo, 6,",3,24,175.11
Juan Valera,Monument,Pº Recoletos ,Marqués de la Ensenada,"Calle Marqués de la Ensenada nº 16,",3,20,100.33
Juan Valera y Alcalá Galiano,Monument,Ctra Santo Domingo 3,San Quintín,"Calle Pavía nº 6,",11,16,134.25
Juan Van-Halen y Sarti,Monument,Pº Colombia ,Velázquez,"Calle Alcalá nº 95,",2,21,274.0
Juantxu Rodríguez,Monument, ,Puerta del Ángel Caído,"Avenida de Alfonso XII nº 54,",6,21,178.98
Julio Cejador,Monument,GLORIETA QUEVEDO 6,Quevedo,"Glorieta de Quevedo nº 5,",7,17,24.55
Julio Romero de Torres,Monument,Pº Julio Romero de Torres ,Puerta del Pacífico ,"Avenida de Menéndez Pelayo nº 69,",9,18,358.77
Julián Besteiro,Monument,AVENIDA DOCTOR ARCE 31,Doctor Arce 45,"Avenida del Doctor Arce nº 45,",7,16,163.96
Julián Gayarre,Monument,PLAZA ORIENTE 6,San Quintín,"Calle Pavía nº 6,",11,16,70.16
Julián Gayarre,Monument,CALLE PAVIA 2,San Quintín,"Calle Pavía nº 6,",11,16,21.01
Junta Municipal de Chamartín,Monument,CALLE PRINCIPE DE VERGARA 142,María Francisca 1,"Calle María Francisca nº 3,",1,18,97.23
Junta Municipal de Moratalaz,Monument,C Fuente Carrantona 8,Pavones,"Calle Hacienda de Pavones nº 342,",16,7,252.4
Junta Municipal Usera,Monument,Avda Rafaela Ybarra 41,"Calle Rafaela Ybarra, 22","Calle Rafaela Ybarra, 22,Comunidad de Madrid España",21,2,103.23
Justo Arosemena,Monument,Pº Panamá ,"Menéndez Pelayo, entrada Florida Park","Menéndez Pelayo, entrada Florida Park,",6,17,139.76
J. Marciano Barbero Matos,Monument,PLAZA COLEGIO ATENEO POLITECNICO ,Prosperidad,"Calle Suero de Quiñones nº 3,",4,23,193.35
Km. 0,Monument,Pza Puerta del Sol 8,Carretas,"Calle Carretas nº 8,",2,21,41.28
Kymaerxthaere. Puerta de entrada a la umbraesfera,Monument,Pza Soledad Torres Acosta ,Miguel Moya,"Calle Miguel Moya nº 1,",10,17,102.82
La Abuela rockera-Ángeles Rodríguez Hidalgo,Monument,C Peña Gorbea ,Concordia,"Calle Arroyo del Olivar nº 6,",9,14,167.4
La Agricultura,Monument,PASEO ERMITA DEL SANTO 78,"Calle Gallur, 5","Calle Gallur, 5,",14,9,378.0
La Ayuda,Monument,C Pléyades 25,"Calle de Caroli, 1","Calle de Caroli, 1,",8,15,460.53
La Ciudad Lineal,Monument,C Hermanos García Noblejas 14,"Misterios, 1","Misterios,1,",2,21,259.65
La Colegiala,Monument,Avda Poblados ,"Calle Valmojado, 295","Calle Valmojado, 295,",2,15,65.41
La Dama del Manzanares,Monument,CALLE EMBAJADORES 320,"Avenida Cordoba, 21","Avenida Cordoba, 21,",18,4,1252.98
La Familia,Monument,Avda Oporto ,"Avenida de Oporto, 102","Avenida de Oporto, 102,",6,17,217.5
La Flecha,Monument,Avda Vía Lusitana ,"Calle de la Via, 52","Calle de la Via,",24,0,312.17
La Fuente,Monument,Pza Asociación ,"Gran Avenida, 27","Gran Avenida, 27,",17,7,61.52
La Fuente y el Río,Monument,C Serrano ,Ortega y Gasset,"Calle José Ortega y Gasset nº 4,",5,18,137.43
La Gloria,Monument,Gta Cádiz ,Glorieta de Cádiz,"Calle Antonio López nº 129,",11,11,129.61
La Mano,Monument,PLAZA SAN JUAN DE LA CRUZ 1,Plaza de San Juan de la Cruz,"Plaza de San Juan de la Cruz nº 11,",3,20,26.79
La Mensajera,Monument,C Olivo 27,"Calle de Caroli, 1","Calle de Caroli, 1,",8,15,242.12
La Paloma,Monument,C Guabairo 1,"Paseo de Marcelino Camacho, 53B","Paseo de Marcelino Camacho, 53B,",1,22,39.2
La Paloma de la paz,Monument,C Baleares ,"Calle del Sorbe , 20","Calle del Sorbe , 20,",15,9,102.37
La Paz,Monument,Pº Castellana 261,Pedro Rico,"Calle Pedro Rico nº 6,",2,21,197.15
La petite Faucille,Monument,PASEO CASTELLANA 41,Glorieta de Em,"Paseo de la Castellana nº 43,",2,10,54.81
La Solidaridad,Monument,C Atocha 43,Plaza de Santa Ana,"Plaza de Santa Ana nº 10,",11,4,124.22
La Vicalvarada,Monument,PASEO ARTILLEROS 1,Villablanca  7,"Calle Villablanca 7,",5,18,117.96
La Violetera,Monument,Pza Gabriel Miró 1,Segovia 26,"Calle Segovia nº 26,",6,21,172.66
La Virgen blanca,Monument,C Pío Felipe 12,"Calle Humanes, 3","Calle Humanes, 3,",13,11,211.4
Lagasca,Monument,Pza Murillo 2,Almadén,"Calle Almadén nº 28,",16,7,181.28
Lago artificial en el parque Cuña Verde,Monument,PARQUE CUÑA VERDE ,Ermita Santo,"Paseo de la Ermita del Santo nº 48,",17,10,122.47
Lago de la Casa de Campo,Monument,ESTACION DE METRO LAGO ,"Paseo de Puerta del Angel, 10 (M. Lago)","Paseo de Puerta del Angel, 10 ( metro Lago),",17,2,21.5
Lago de los Molinos,Monument,CALLE ALCALA 527,"Calle Alcala, 506","Calle Alcalá, 506,",12,11,39.64
Lago del parque Juan Carlos I,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Lago Gran Avenida del parque de Atracciones,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Lago Palomeras Este,Monument, ,"Calle San Claudio, 154","Calle San Claudio, 154,",2,22,483.57
Lago Palomeras Sur-Este,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Lago-ría del parque Enrique Tierno Galván,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Lago-ría-canal-estanque del parque Cuña Verde,Monument,C Casalarreina s/n,Calle Casalarreina 18,"Calle Casalarreina,",10,13,299.08
Lapida prohibición (fachada convento de la Encarnación),Monument,Pza Encarnación 1,San Quintín,"Calle Pavía nº 6,",11,16,48.17
Las Lecturas del Dos de Mayo,Monument,Pza Dos de Mayo ,San Andrés,"Calle San Andrés nº 18,",5,17,55.08
Laurel y Madroño,Monument,GLORIETA SARDANA ,"Menéndez Pelayo, entrada Florida Park","Menéndez Pelayo, entrada Florida Park,",6,17,295.83
Lazo Homenaje lucha contra el Sida,Monument,Pza Vázquez de Mella ,Plaza de Pedro Zerolo,"Plaza de Pedro Zerolo nº 1,",7,16,41.32
Leandro Fernández de Moratín,Monument,CALLE HUERTAS 72,Huertas,"Calle Jesús nº 1,",4,22,42.56
Leandro Fernández de Moratín,Monument,CALLE MORATIN 35,Huertas,"Calle Jesús nº 1,",4,22,87.27
Lecheras,Monument,CALLE FRANCOS RODRIGUEZ 42,Francos Rodríguez,"Calle Francos Rodríguez nº 62,",7,16,206.02
Leda y el cisne,Monument,CALLE VILLABLANCA 41,Villablanca  7,"Calle Villablanca 7,",5,18,323.83
Leonardo Torres Quevedo,Monument,C Válgame Dios 3,Augusto Figueroa,"Calle Augusto Figueroa nº 33,",14,13,100.47
Leones del Congreso de los Diputados,Monument,Pza Cortes 1,Marqués de Cubas,"Calle del Marqués de Cubas nº 25,",7,16,95.52
Leovigildo,Monument,Pza Oriente ,Plaza Ramales,"Plaza de Ramales,",3,20,120.0
León,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
León Felipe,Monument, ,"Calle Arzobispo Morcillo, 6","Calle Arzobispo Morcillo, 6,",3,24,116.81
León Felipe,Monument,C Huertas 58,Huertas,"Calle Jesús nº 1,",4,22,63.49
León Felipe,Monument,C Huertas 64,Huertas,"Calle Jesús nº 1,",4,22,77.96
Lhardy,Monument,Ctra San Jerónimo 8,Carretas,"Calle Carretas nº 8,",2,21,168.54
Lina Morgan,Monument,C Don Pedro 4,Plaza de los Carros,"Carrera de San Francisco nº 1,",13,14,34.99
Linotipia,Monument,Avda Eduardo Barreiros 6,"Avenida de la Perla, 35","Avenida de la Perla, 35,",21,2,315.56
Llama al Valor y Heroísmo,Monument,C Francisco y Jacinto Alcántara 1,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",2,22,345.42
Llama del Perú,Monument,PASEO CASTELLANA 140,Paseo de la Habana 42,"Paseo de la Habana nº 42,",1,22,270.0
Llanto por Ignacio Sánchez Mejías,Monument,Pº Federico García Lorca ,"Paseo de Federico Garcia Lorca, 4","Paseo de Federico Garcia Lorca, 4,",2,15,362.26
Lola Membrives,Monument,C Lola Membrives 1,Jacinto Verdaguer,"Jacinto Verdaguer,",16,8,140.56
Lope de Vega,Monument,C Cervantes 11,Huertas,"Calle Jesús nº 1,",4,22,181.71
Lope de Vega,Monument,Pº Recoletos 20,Biblioteca Nacional,"Paseo de Recoletos nº 20,",8,14,74.83
Loreto Prado (réplica),Monument,PLAZA CHAMBERI 1,Manuel Silvela,"Calle Manuel Silvela nº 20,",4,23,259.33
Los Cantos de la Encrucijada,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Los Maratonistas,Monument,C Martín Fierro s/n,"Calle Santa Pola, 22","318 - Calle Santa Pola, 22,",14,9,713.05
Los Paseantes,Monument,C Peña Gorbea ,Puente de Vallecas,"Avenida de la Albufera nº 6,",20,3,246.94
Los Pegasos,Monument,Pza Legazpi ,Legazpi,"Calle Bolívar nº 3,",22,0,77.65
Los portadores de la antorcha,Monument,Pza Ramón y Cajal ,Ciudad Universitaria 1,"Avenida de la Complutense (Metro Ciudad Universitaria),",7,17,92.72
Losas de bronce sobre pavimento en la plaza Dalí,Monument,Pza Dalí ,Plaza de Felipe II,"Plaza de Felipe II,",15,8,32.67
Lucas Aguirre,Monument,C Alcalá 62,Castelló,"Calle Alcalá nº 111,",5,22,49.48
Luchador en reposo,Monument,Pza Constitución ,"Calle Ramirez Tome, 31","Calle Ramirez Tome, 31,",2,25,359.98
Lugar de Encuentros I,Monument,C Castelló 77,Marqués de Salamanca,"Calle José Ortega y Gasset nº 30,",4,18,133.19
Lugar de Encuentros II,Monument,Pza Rey ,Banco de España A,"Calle Alcalá nº 49,",9,18,206.46
Luigi Boccherini,Monument,Gta Boccherini ,Segovia 45,"Calle Segovia nº 45,",19,8,195.72
Luigi Boccherini,Monument,C Jesús y María 3,Conde de Romanones,"Plaza del Conde de Romanones nº 9,",2,15,218.82
Luis Calvo Sotelo,Monument,Pza Dos de Mayo ,San Andrés,"Calle San Andrés nº 18,",5,17,63.74
Luis Carrero Blanco,Monument,CALLE CLAUDIO COELLO 129,Velázquez-Diego de León,"Calle Velázquez nº 91,",2,21,187.7
Luis de Góngora,Monument, ,Plaza de la Independencia,"Plaza de la Independencia nº 6,",6,17,141.01
Luis de Góngora y Argote,Monument,C Huertas 16,Plaza de Santa Ana,"Plaza de Santa Ana nº 10,",11,4,71.04
Luis Fernández Ardavín,Monument,Pza Poeta Manuel del Palacio 4,Paseo de la Castellana con Raimundo Fer,"Paseo de la Castellana esquina calle Raimundo Fernández Villaverde,",9,14,227.96
Luis Guillermo Schultz Schreizer,Monument,CALLE RIOS ROSAS 21,Santa Engracia 127,"Calle Santa Engracia nº 127,",1,22,122.44
Luis I de España,Monument,C Méndez Núñez 1,Antonio Maura,"Calle Antonio Maura nº 15,",6,18,125.75
Luis Manuel López Martínez,Monument,Pza Caudillo 5,"Calle de Gloria Fuertes, 181","Calle de Gloria Fuertes, 181,",21,6,5210.21
Luis Muñoz Rivera,Monument,C Mayor 13,Calle Mayor,"Calle Mayor nº 20,",8,19,57.6
Luis Rosales,Monument,CALLE ALTAMIRANO 34,Altamirano,"Calle Altamirano nº 24,",2,21,87.66
Luis Vives,Monument,Pº Recoletos 20,Biblioteca Nacional,"Paseo de Recoletos nº 20,",8,14,79.9
Lámina de agua,Monument,C Príncipe de Vergara 66,Diego de Leon 52,"Calle Diego de Leon, 52,",4,19,182.14
Lámina de agua con Escultura,Monument,CALLE FRANCISCO GERVAS 10,Calle Rosario Pino,"Calle Rosario Pino,",2,22,156.14
Lámina de agua de Cabestreros,Monument,"Pza Cabestreros, de ",Plaza de Nelson Mandela,"Calle Mesón de Paredes nº 35,",10,9,18.28
Lámina de agua en cascada,Monument, ,"Calle del Boj, 5","Calle del Boj, 5,",8,14,675.51
Lápida a José Cubero (Yiyo),Monument,CALLE CANAL DEL BOSFORO 30,"Calle San Mariano, 58","Calle San Mariano, 58,",17,9,168.22
Lápida Auditorium del parque Juan Carlos I,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Lápida Cementerio de la Florida,Monument,C Francisco y Jacinto Alcántara 1,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",2,22,343.28
Lápida parque Marqués de Suanzes,Monument,AVENIDA VEINTICINCO DE SEPTIEMBRE 1,Calle Puertollano,"Calle Puertollano,",3,20,94.52
Lázaro Cárdenas,Monument,Pza Lázaro Cárdenas ,Pedro Rico,"Calle Pedro Rico nº 6,",2,21,192.68
Machado de Assis,Monument,AVENIDA BRASIL 1,General Perón con Poeta Joan Maragall,"Avenida del General Perón frente al nº 36,",4,19,132.95
Macros Descubrimiento,Monument,Pza Colón ,Colón B,"Calle Serrano nº 32,",3,16,56.64
Madre e hija,Monument,C Portal de Belén ,Pío Baroja,"Calle Pío Baroja nº 10,",3,20,105.9
Madre e hijos,Monument,Pza Corregidor Alonso de Aguilar ,"Avenida Moratalaz, 25","Avenida Moratalaz, 25,",15,9,131.49
Maestro Alonso,Monument,C Hermanos Álvarez Quintero 30,Alonso Martínez,"Plaza de Alonso Martínez nº 5,",6,18,131.4
Maestro Guillermo Valencia,Monument,Avda Séneca 6,Paseo de Moret,"Paseo de Moret nº 11,",3,20,419.27
Maestro Jacinto Guerrero,Monument,Ctra Maestro Guerrero 2,Plaza de España B,"Calle Princesa nº 5,",15,3,39.83
Maestro Quiroga,Monument, ,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",2,22,282.81
Manantial de la Salud,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Mano,Monument,Avda Manoteras 1,"Calle de Dulce Chacon, sn","Calle de Dulce Chacon, sn,",1,22,829.68
Manolona Opus 397,Monument, ,"Calle del Boj, 5","Calle del Boj, 5,",8,14,886.59
Manos,Monument,PLAZA REPUBLICA DE EL SALVADOR ,Parque Berlín,"Avenida de Concha Espina nº 34,",1,22,274.39
Manuel Alonso Martínez,Monument,PLAZA ALONSO MARTINEZ 2,Alonso Martínez,"Plaza de Alonso Martínez nº 5,",6,18,80.46
Manuel Azaña,Monument,C Serrano 40,Claudio Coello,"Calle Claudio Coello nº 45,",4,19,85.11
Manuel del Palacio,Monument,C Claudio Coello 22,Villanueva,"Calle Claudio Coello nº 19,",2,21,64.65
Manuel del Palacio,Monument,PLAZA POETA MANUEL DEL PALACIO 1,Paseo de la Castellana con Raimundo Fer,"Paseo de la Castellana esquina calle Raimundo Fernández Villaverde,",9,14,198.94
Manuel García Siches,Monument,Trav Reloj 1,Plaza de España B,"Calle Princesa nº 5,",15,3,167.51
Manuel José Quintana,Monument,C Marqués Viudo de Pontejos 2,Carretas,"Calle Carretas nº 8,",2,21,121.23
Manuel Rodríguez (Manolete),Monument,CALLE ALCALA 551,"Calle Alcala, 546","Calle Alcalá, 546,",7,20,45.18
Manuel Rodríguez (Manolete),Monument,CALLE ALCALA 231,Alcalá-Ventas,"Calle Alejandro González nº 1,",3,20,74.15
Mapa Península Ibérica,Monument, ,Paseo de Moret,"Paseo de Moret nº 11,",3,20,157.64
Maqueta Centenario de la Gran Vía,Monument,C Gran Vía 1,Banco de España A,"Calle Alcalá nº 49,",9,18,134.71
Maqueta de la plazuela de los  Caños del Peral,Monument,Pza Isabel II ,Palacio de Oriente,"Calle Carlos III nº 1,",3,13,108.66
Maqueta de los recintos amurallados de Madrid,Monument,Pza Isabel II ,Palacio de Oriente,"Calle Carlos III nº 1,",3,13,89.37
Maqueta iglesia Almudena,Monument,C Almudena ,Segovia 26,"Calle Segovia nº 26,",6,21,147.27
Maqueta muralla islámica,Monument,Cta Cuesta de la Vega ,Segovia 26,"Calle Segovia nº 26,",6,21,178.9
Mar,Monument, ,"Paseo de Puerta del Angel, 10 (M. Lago)","Paseo de Puerta del Angel, 10 ( metro Lago),",17,2,363.96
Marceliano Santa María,Monument,CALLE ABEL 15,Cuatro Caminos 2,"Calle Doctor Santero nº 1,",2,21,468.75
Marcelino Menéndez Pelayo,Monument,C León 21,Antón Martín,"Calle Atocha nº 54,",11,8,145.64
Mariano Benlliure,Monument,Ctra Batán ," Paseo de la Venta, 1","Paseo de la Venta, 1,",7,20,324.61
Mariano Carderera y Potó,Monument,C Moreto 1,"Calle Felipe IV, 3","Calle Felipe IV, 3,",8,15,139.4
Mariano de Cavia,Monument,Pza Menéndez Pelayo ,Menéndez Pelayo,"Avenida de Menéndez Pelayo con calle Poeta Esteban Villegas,",11,15,7.4
Mariano Gómez Ulla,Monument,PASEO CASTELLANA 12,Castellana,"Paseo de la Castellana nº 4,",2,20,114.86
Mariano José de Larra,Monument,C Bailén ,Plaza Ramales,"Plaza de Ramales,",3,20,176.71
Mariano José de Larra,Monument,C Huertas 74,Huertas,"Calle Jesús nº 1,",4,22,73.58
Mariano José de Larra,Monument,C Santa Clara 3,Palacio de Oriente,"Calle Carlos III nº 1,",3,13,81.91
Mariano Martínez López (actualmente desaparecida),Monument,Pza Unión Cárcavas-San Antonio ,"Rafaela Aparicio, 10","Rafaela Aparicio, 10,",24,3,76.8
Mariblanca. Réplica Casa de Campo,Monument,C Principal de Provincias ,"Paseo de Puerta del Angel, 10 (M. Lago)","Paseo de Puerta del Angel, 10 ( metro Lago),",17,2,278.78
Mariblanca. Réplica Puerta del Sol,Monument,Pza Puerta del Sol ,Plaza de Celenque A,"Plaza de Celenque nº 1,",5,19,110.46
Mariscal Francisco Solano López,Monument,Pº Paraguay ,Antonio Maura,"Calle Antonio Maura nº 15,",6,18,408.1
Mariscal Santa Cruz Calahumana,Monument,Avda Séneca ,Paseo de Moret,"Paseo de Moret nº 11,",3,20,408.3
Marqueses de Cavalcanti,Monument,C Tutor 35,Quintana,"Calle Quintana nº 13,",6,17,148.11
Marqués de Valdavia,Monument,C Atocha 80,Santa Isabel,"Calle Santa Isabel 32,",16,11,120.54
Marqués de Villena,Monument,PLAZA DESCALZAS 1,Plaza de Celenque B,"Plaza de Celenque nº 1,",4,20,61.77
Marqués del Duero,Monument,PLAZA DOCTOR MARAÑON ,"Calle José Gutiérrez Abascal,2","Calle José Gutiérrez Abascal nº 2,",2,22,173.32
Marqués Viudo de Pontejos,Monument,Pza Descalzas ,Plaza de Celenque B,"Plaza de Celenque nº 1,",4,20,58.97
Martín de Alzaga,Monument,C Alcalde Martín de Alzaga 1,"Calle Antonio Machado, sn","Calle Antonio Machado, sn,,",14,5,209.84
María Cristina de Borbón-Dos Sicilias,Monument,C Felipe IV ,"Calle Felipe IV, 3","Calle Felipe IV, 3,",8,15,125.57
"María de las Mercedes de Borbón y Orleans, Condesa de Barcelona",Monument,CALLE ROSALEDA 1,Pintor Rosales,"Paseo del Pintor Rosales frente al nº 38,",2,22,188.94
María Teresa Rodríguez del Toro de Bolívar,Monument,C Fuencarral 2,Desengaño,"Calle Desengaño nº 1,",2,20,81.42
Matadero,Monument,C Padre Amigó 4,"Plaza de la Parroquia , 20","Plaza de la Parroquia , 20,",2,21,180.59
Mateo Inurria,Monument,CALLE QUEVEDO 5,Huertas,"Calle Jesús nº 1,",4,22,179.54
Maternidad,Monument,C Cestona 5,"Avenida de los Poblados, 130","Avenida de los Poblados, 130,",17,6,102.05
Maternidad,Monument,CALLE GENERAL RODRIGO 8,Reina Victoria,"Calle Beatriz de Bobadilla frente al nº 2,",4,18,249.44
Matriz tridimensional,Monument, ,"Avenida del Ensanche de Vallecas, 9","Avenida del Ensanche de Vallecas, 9,",17,10,
Mediterránea,Monument,Pº Castellana 41,Castellana 42,"Paseo de la Castellana nº 42,",2,21,92.91
Melvin Jones,Monument,"Avda Capital de España, Madrid ","Calle del Boj, 5","Calle del Boj, 5,",8,14,689.91
Mercamadrid,Monument,Me Mercado Mercamadrid ,"Auñón, 16","Calle de Auñón, 16,",14,9,1723.21
Mesonero Romanos,Monument,Pza Vázquez de Mella 7,Plaza de Pedro Zerolo,"Plaza de Pedro Zerolo nº 1,",7,16,57.31
Miguel Antonio Caro,Monument,Avda Séneca 6,Paseo de Moret,"Paseo de Moret nº 11,",3,20,414.65
Miguel de Cervantes,Monument,C Cervantes 2,Plaza de Santa Ana,"Plaza de Santa Ana nº 10,",11,4,186.17
Miguel de Cervantes,Monument,C Villa 2,Segovia 26,"Calle Segovia nº 26,",6,21,77.08
Miguel de Cervantes,Monument,AVENIDA ARCENTALES 12,"Maria Sevilla Diago, 3","Calle Maria Sevilla Diago, 3,",9,14,171.16
Miguel de Cervantes,Monument,C Lope de Vega 18,Huertas,"Calle Jesús nº 1,",4,22,141.25
Miguel de Cervantes,Monument,Pza España ,Plaza de España A,"Calle Princesa nº 5,",1,17,66.81
Miguel de Cervantes,Monument,Pza Cortes ,Marqués de Cubas,"Calle del Marqués de Cubas nº 25,",7,16,109.89
Miguel de Cervantes,Monument,C Huertas 28,Antón Martín,"Calle Atocha nº 54,",11,8,153.29
Miguel de Cervantes,Monument,C Cervantes 2,Plaza de Santa Ana,"Plaza de Santa Ana nº 10,",11,4,191.15
Miguel Hernández,Monument,Avda Albufera ,"Calle San Claudio, 154","Calle San Claudio, 154,",2,22,233.44
Miguel Hernández,Monument,C Serradilla 13,"Avenida de las Aguilas , 110","Avenida de las Aguilas , 110,",1,22,295.23
Miguel Hernández,Monument,Pº Ruperto Chapí ,Paseo de Moret,"Paseo de Moret nº 11,",3,20,108.4
